"The Paymentmethod the customer choose on the paymentpage.","The payment method the customer chose on the paymentpage."
"The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","The SEPA mandate schema does not contain the tag '!tag'. This tag is required."
"The account has been deactivated by Realex.","The account has been deactivated by Realex."
"The alias could not be found.","The alias could not be found."
"The alias has been deleted.","The alias has been deleted."
"The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conducted with error code: !code, and reason: !reason:"
"The amount cannot be charged on the customer's card.","The amount cannot be charged on the customer's card."
"The amount cannot be charged on your card.","The amount cannot be charged on your card."
"The amount could not be verified.","The amount could not be verified."
"The amount in the choosen currency could not be charged.","The amount could not be charged in the chosen currency."
"The amount in the given currency could not be charged.","The amount could not be charged in the chosen currency."
"The amount of !amount is authorized.","The amount of !amount is authorized."
"The amount of !amount is captured.","The amount of !amount is captured."
"The authorizaltion could not be done.","The authorizaltion could not be done."
"The authorization at the bank failed.","The authorization at the bank failed."
"The authorization could not be done.","The authorization could not be done."
"The authorization failed. May be the Switch Card isssue number is wrong.","The authorization failed. Maybe the Switch Card issue number is wrong."
"The authorization method '!method' is not supported.","The authorization method '!method' is not supported."
"The authorization was not successful","Authorization error. Authorization not successful."
"The bank has a scheduled maintenance outage.","The bank has a scheduled maintenance outage."
"The bank refuse the transaction. Reason: !reason","The bank refused the transaction. Reason: !reason"
"The bank reports an unkown error.","The bank reports an unknown error."
"The bank system seems to be down to an unkown reason.","The bank system seems to be down due to an unknown reason."
"The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting."
"The brand of the credit card is detected by the card number if server/remote authorization is used. If the payment-page/redirect is used, the user has to select the brand. The allowed credit card brands can be restricted by this selection.","The credit card brand is detected by the card number if server/remote authorization is used. If the payment page/redirect is used, the user has to select the brand. The allowed credit card brands can be restricted by this selection."
"The brand with external name '!key' was not present in the map.","The brand with external name '!key' was not present in the map."
"The brand with key '!key' was not found in the card information map.","The brand with key '!key' was not found in the card information map."
"The calculated and returned hash do not match.","The calculated and returned hash do not match."
"The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount)."
"The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The capture item with SKU '@sku' has a higher amount (@amountItem) than the original item (@amountOriginal)."
"The capture item with SKU '@sku' is not present in the original order.","The capture item with SKU '@sku' is not present in the original order."
"The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown should the brand selection using images."
"The configuration has been saved.","The configuration has been saved."
"The configured merchant was not found.","The configured merchant was not found."
"The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","The controller class '@controller' does not provide any method with the annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output."
"The customer does not finish the payment with in the timeout.","The customer does not finish the payment with in the timeout."
"The customer's card has been cancelled.","The customer's card has been cancelled."
"The customer's card is expired.","The customer's card is expired."
"The customer's card number seems to be invalid.","The customer's card number seems to be invalid."
"The customer's has been declined by a unkown reason.","The customer's has been declined for an unknown reason."
"The customers's card is reported to be stolen or lost.","The entered card is reported to be stolen or lost."
"The date of birth is required.","The date of birth is required."
"The entered CVC is too short.","The entered CVC is too short."
"The expected format is '!format' where the 'MM' means the month number and 'YY' the year number.","The expected format is '!format' where the 'MM' means the month in two digits and 'YY' the year in two digits."
"The expiry date is in a invalid format.","The expiry date is invalid"
"The field '!field' is to short. It should be (at least) !length characters long. Please contact us to check why your order fails.","The field '!field' is to short. It should be (at least) !length characters long. Please contact us to check why your order fails."
"The gender is required.","The gender is required."
"The given CVC code has the wrong length.","The given CVC code has the wrong length."
"The given card number has an invalid check sum.","The given card number has an invalid check sum."
"The given card number has an invalid length.","The given card number has an invalid length."
"The given hmac key is empty.","No HMAC key entered."
"The given identifier is empty.","The given identifier is empty."
"The given password is empty.","No password entered."
"The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a numeric value with length of two."
"The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a numeric value with length of two."
"The given site number is empty.","The given site number is empty."
"The identifier as defined in the backoffice of Realex.","The identifier as defined in the backoffice of Realex."
"The invoice could not be captured and processed by","The invoice could not be captured and processed by Realex."
"The invoice could not be captured and processed. Reason:","The invoice could not be captured and processed. Reason: !reason"
"The invoice could not be found.","The invoice could not be found."
"The invoice has been changed.","The invoice has been changed."
"The invoice no longer exists.","The invoice no longer exists."
"The issuer number for your Switch Card seems to be wrong.","The issuer number for your Switch Card seems to be wrong."
"The layout does not contain the tag '!layout_tag'.","The layout does not contain the tag '!layout_tag'."
"The merchant ID as given by your Payment-Service-Provider (Realex).","The merchant ID as given by your Payment Service Provider (Realex)."
"The merchant seems not be authorized to execute the transaction.","The merchant does not seem to be authorized to execute the transaction."
"The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"The order is not fully completed. Please contact the store owner.","The payment could not be conducted."
"The password key given by Realex which is needed in order to perform a refund.","The password given by Realex which is needed in order to perform a refund."
"The payment failed. The response data has been tampered. Please contact the merchant.","The payment failed. The response data has been tampered. Please contact the merchant."
"The payment form will be displayed after submitting the order.","The payment form will be displayed after submitting the order."
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment method !paymentMethodName does not support the currency '!currency'.","The payment method !paymentMethodName does not support the currency '!currency'."
"The payment method !paymentMethodName is not available in your country ('!country').","The payment method !paymentMethodName is not available in your country ('!country')."
"The payment update has been made.","The payment update has been completed."
"The paymnet system seems currently to be offline. Please try it later again.","The payment system seems currently to be offline. Please try again later."
"The provided signature does not match with the one calculated.","The provided signature does not match the one calculated."
"The rang (PBX_RANG) as defined in the live backoffice of Realex. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of Realex. It must be nummeric value with length two. In the back office it may be displayed as a three char value. You must truncate the first digit."
"The redirect response from PayPal was unsuccessful.","The redirect response from PayPal was unsuccessful."
"The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The refund item with SKU '@sku' is not present in the original order.","The refund item with SKU '@sku' is not present in the original order."
"The refunding could not be conducted. Error code: !error.","The refund could not be conducted. Error code: !error."
"The response hash seems to be manipulated, hence the transaction was rejected.","The response hash seems to be manipulated, hence the transaction was rejected."
"The response seems to be manipulated, hence the transaction was rejected.","The response seems to be manipulated, hence the transaction was rejected."
"The retailer is not known.","The retailer is not known."
"The shopping cart has been altered!","The shopping cart has been altered!"
"The signature could not be verified.","The signature could not be verified."
"The signature key given by Realex .","The signature key given by Realex."
"The site id (PBX_RANG) as defined in the backoffice of Realex.","The Site ID (PBX_RANG) as defined in the back office of Realex."
"The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount)."
"The transaction cannot be cancelled online.","The transaction cannot be cancelled online."
"The transaction cannot be captured online.","The transaction cannot be captured online."
"The transaction cannot be refunded online.","The transaction cannot be refunded online."
"The transaction failed due to an unkown reason.","The transaction failed due to an unknown reason."
"The transaction failed with error code !code.","The transaction failed with error code: !code"
"The transaction is only executed in the test system. The goods should not be delivered.","The transaction is only executed in the test system. The goods should not be delivered."
"The transaction was not valid. The bank refuse it.","The transaction was not valid. The bank refused it."
"The transactions with one of the selected CVN Reuslts will be marked as uncertain. (Here Realex-Payment recommend 'CVN Not Matched' and 'CVN Not Processed')","The transactions with one of the selected CVN Results will be marked as uncertain. (Here Realex-Payment recommends 'CVN Not Matched' and 'CVN Not Processed')"
"The transactions with one of the selected CVN Reuslts will be marked as uncertain. (Here Realex recommend 'CVN Not Matched' and 'CVN Not Processed')","The transactions with one of the selected CVN Reuslts will be marked as uncertain. (Here Realex recommend 'CVN Not Matched' and 'CVN Not Processed')"
"The whole transaction is cancelled.","The entire transaction has been cancelled."
"There has been a problem during the processing of your payment.","There has been a problem during the processing of your payment."
"There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully."
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1"
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s"
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"There occours a network outage at the bank side.","There occours a network outage at the bank side."
"There occours an error with the payment system.","An error with the payment system occurred."
"There seems to be a problem with the Realex module.","There seems to be a problem with the Realex module."
"There seems to be an error in the implementation of the payment module. Details: '!details'.","There seems to be an error in the implementation of the payment module. Details: '!details'."
"There seems to be an error of your Realex account. Details: '!details'.","There seems to be an error of your Realex account. Details: '!details'."
"There was an error validating the login and password.","There was an error validating the login and password."
"There was no PayPal token returned. Please contact your merchant.","No PayPal Token was returned. Please contact the merchant."
"This URL has to be placed in the backend of Realex under Configuration > Technical Information > Transaction Feedback and their in the two fields for 'Direct HTTP server-to-server request'.","This URL has to be placed in the backend of Realex under Configuration > Technical Information > Transaction Feedback in the two fields for 'Direct HTTP server-to-server request'."
"This URL has to be reported to Realex. The transaction notification must be sent to this URL.","This URL has to be reported to Realex. The transaction notification must be sent to this URL."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%s"">Click here</a> to resend the confirmation email."
"This is a brief instruction of the main and most important installation steps, which need to be performed when installing the Realex module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip.","This is a brief instruction of the most important installation steps, which need to be performed when installing the Realex module. For detailed instructions regarding additional and optional settings, please refer to the enclosed instructions in the zip."
"This is the URL required by the Skin Creator","This is the URL required by the Skin Creator."
"This is the name of the account holder).","This is the name of the account holder."
"This is the technical alias token (Alias Manger/Realvault).","This is the technical alias token (Alias Manager/RealVault)."
"This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Realex account.","This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the Realex account."
"This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","This setting can be used to activate/deactivate the 3D Secure check. Please check with PayBox if you are allowed to deactivate the 3D Secure check. This setting only has an effect if you use the payment page."
"This status is set, when the payment was successfull and it is authorized.","This status is set when the payment was successful and it is authorised."
"This transaction is already closed for further captures.","This transaction is already closed for further captures"
"This transaction is already closed for further refunds.","This transaction has been closed for further refunds."
"This transaction no longer exists.","This transaction no longer exists."
"Timeout for pending payments (min)","Time-out for pending payments (in min)."
"Titel","Title"
"Title","Title"
"Title of the payment method","Name of the payment method"
"To use the RealVault some banks require additional security measures to make sure that the customer account can not be used by an attacker. With this option you can control, what measure is applied. Either the CVC can be asked always or the delivery address is checked, if it is the same as in the initial transaction.","To use the RealVault some banks require additional security measures to make sure that the customer account can not be used by an attacker. With this option you can control which measure is applied. Either the CVC can be asked always or the delivery address is checked for congruence to the initial transaction."
"Total","Total"
"Total Shipping Charges","Total shipping charges"
"Track order history","Track order history"
"Transaction","Transaction"
"Transaction Authorized","Transaction authorised"
"Transaction Cancelled","Transaction cancelled"
"Transaction Captured","Transaction captured"
"Transaction History","Transaction History"
"Transaction ID Prefix","Transaction ID prefix"
"Transaction Id","Transaction ID"
"Transaction Paid","Transaction paid"
"Transaction Uncertain","Transaction uncertain"
"Transaction Updates","Transaction Updates"
"Transaction cancelled successfully","Transaction cancelled successfully"
"Transaction captured successfully","Transaction captured successfully"
"Transaction history","Transaction History"
"Transaction was authorized over the deferred authorization mechanism.","Transaction was authorized over the deferred authorization mechanism."
"Transactions","Transactions"
"Transactions with one of the selected statuses will be marked as certain. Uncertain transactions need manual confirmation by the merchant. This service only works for UK cardholders as it uses the street address and postcodes of the cardholders. The Realauth redirect service supports AVS where it is supported by the merchant’s acquiring bank and the cardholder’s issuing bank. If a transaction fails an AVS check it will not automatically be declined by your bank. It is an advisory service and requires that the details of non matched transactions be checked by the merchant.","Transactions with one of the selected statuses will be marked as certain. Uncertain transactions need manual confirmation by the merchant. This service only works for UK cardholders as it uses the street address and postcodes of the cardholders. The Realauth redirect service supports AVS where it is supported by the merchant’s acquiring bank and the cardholder’s issuing bank. If a transaction fails an AVS check it will not automatically be declined by your bank. It is an advisory service and requires that the details of non matched transactions be checked by the merchant."
"Transactions with one of the selected statuses will be marked as certain. WARNING: Uncertain transactions by the definition of Realex Payments (default value) are not covered by the credit card company, the merchant carries the risk. Nevertheless some merchants prefer to take some risk instead of checking uncertain transactions manually.","Transactions with one of the selected statuses will be marked as certain. WARNING: Uncertain transactions by the definition of Realex Payments (default value) are not covered by the credit card company, the merchant carries the risk. Nevertheless some merchants prefer to take the risk instead of checking uncertain transactions manually."
"U: Unable to check (not certified etc)","U: Unable to check (not certified etc.)"
"URLs","URLs"
"Unable to save the invoice.","Unable to save the invoice."
"Uncertain Status","Uncertain status"
"Uncertain transactions","Uncertain transactions"
"Update","Update"
"Update Qty's","Adjust Quantity"
"Update interval for payments","Update interval for payments"
"Update order and transaction information over cron.","Update order and transaction information via the cron job (for more information see the manual)."
"Update process by accessing the update URL or by invoking in the admin interface.","Update process by accessing the update URL or by invoking the admin interface."
"Use Base Currency","Use Base Currency"
"Use Default","Use Default"
"Use base currency","Use base currency"
"VISA","VISA"
"Validation","Validation"
"Version","Version"
"View","View"
"Wait On Success Page","Wait On Success Page"
"We can not process the 3-D secure response, because we do not get the additional data transmitted with the redirection to the ACS service.","We cannot process the 3-D secure response, because we did not receive the additional data transmitted with the redirection to the ACS service."
"We cannot get the transaction instance.","We can not establish a transaction."
"We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the Realex plugin."
"When the store is not available (network outage, server failure or any other outage), when the feedback of Realex is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","When the store is not available (network outage, server failure or any other outage), when the feedback of Realex is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set."
"When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","When using an external checkout, the customer can either be asked to choose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in Magento."
"With this option set to yes, all valid transactions will be marked as certain. WARNING: Uncertain transactions by the definition of Realex (default value) are not covered by the credit card company, the merchant carries the risk. Nevertheless some merchants prefer to take some risk instead of checking uncertain transactions manually.","With this option set to yes, all valid transactions will be marked as certain. WARNING: Uncertain transactions by the definition of Realex (default value) are not covered by the credit card company, the merchant carries the risk. Nevertheless, some merchants prefer to take some risk instead of checking uncertain transactions manually."
"With this setting set to active, an AVS-Check (Address Verification System) is carried out. According to your AVS-Settings.","With this setting set to active, an AVS-Check (Address Verification System) is carried out. According to your AVS Settings."
"With this setting set to active, you customers credit card credential will be stored safely at Realex. A token refering to the stored information is stored together with the corresponding customer data. That way your customer only need to type the minimum amount of data. Realex takes charges for the RealVault-Service. Please make sure to activate RealVault at Realex first.","With this setting set to active, you customers credit card credentials will be stored safely at Realex. A token refering to the stored information is stored together with the corresponding customer data. That way your customer only needs to enter a minimal amount of data. Realex takes charges for the RealVault Service. Please make sure to activate RealVault at Realex first."
"Year","Year"
"Yes","Yes"
"Yes, please store my card data for next time.","Yes, please store my card data for next time."
"Yes, use images for the brand selection.","Yes, use images for the brand selection."
"You are not allowed to do this transaction.","You are not allowed to do this transaction."
"You can allow the customers to manage/delete their aliases in the their account.","You can allow the customers to manage/delete their aliases in their account."
"You can decide on the order status new orders should have after they are processed successfully.","You can specify the order status for new orders that have been processed successfully."
"You can decide on the order status new orders should have that have an uncertain authorization status.","You can specify the order status for new orders that have an uncertain authorisation status."
"You can specify the order status for new orders that have an uncertain authorisation status.","You can specify the order status for new orders that have an uncertain authorisation status."
"You can specify the order status for orders that are captured either directly after the order or manually in the backend.","You can specify the order status for orders that are captured either directly after the order or manually in the back-end."
"You can specify the order status when an order is cancelled.","You can specify the order status for cancelled orders."
"You can switch between test and live mode. In the test mode, test cards will be available and the transactions will go to the test-sub-acounts.","You can switch between test and live mode. In the test mode, test cards will be available and the transactions will go to the test-sub-accounts."
"You created the order.","You created the order."
"You have no stored aliases.","You have no stored aliases."
"You have to enter a card number.","You have to enter a card number."
"You have to enter bank code of your bank.","Enter your bank's bank code."
"You have to enter commercial number of you company.","Please enter the commercial number of your company."
"You have to enter either the CVC code or the issue number of your card.","You have to enter either the CVC code or the issue number of your card."
"You have to enter sales tax number of you company.","You have to enter sales tax number of you company."
"You have to enter sales tax number of your company.","Please enter your company's sales tax number."
"You have to enter the BIC.","You have to enter the BIC of your bank."
"You have to enter the CVC code from your card.","Enter the CVC code from your card"
"You have to enter the IBAN.","You have to enter your IBAN number."
"You have to enter the account holder name on the card.","You have to enter the account holder name on the card."
"You have to enter the account holder name.","You have to enter the account holder name."
"You have to enter the card holder name on the card.","You have to enter the card holder name."
"You have to enter the location of your bank.","Please enter the location of your bank."
"You have to enter the name of the account owner.","Please enter the name of the account owner"
"You have to enter the name of your bank.","You have to enter the name of your bank."
"You have to enter your IBAN Number.","You have to enter your IBAN number."
"You have to enter your bank account number.","Please enter here the International Bank Account Number (IBAN)."
"You have to enter your social security number.","Please enter your social security number."
"You may choose one of the cards you paid before on this site.","You may choose from one of the cards previously used on this site."
"You may choose one of your stored payment details.","You may choose one of your stored payment details."
"You may need to contact Realex for further assistance.","You may need to contact Realex for further assistance."
"You trying to use live cards on the test system. Please use only test cards.","You are trying to use live cards on the test system. Please use only test cards."
"You will be redirect to the order confirmation page.","You will be redirected to the order confirmation page."
"You will be redirect to your bank to confirm the payment.","You will be redirected to your bank to confirm the payment."
"Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page."
"Your card has been cancelled.","Your card has been cancelled."
"Your card has been declined by a unkown reason.","Your card has been declined for an unknown reason."
"Your card is expired.","Your card has expired."
"Your card is not enrolled for 3-D secure. The merchant accepts only cards which are enrolled.","Your card is not enrolled for 3D Secure. The merchant only accepts enrolled cards."
"Your card number seems to be invalid.","Your card number seems to be invalid."
"Your card seems to reported as stolen or lost.","The entered card is reported to be stolen or lost."
"Your checkout session expired.","Your checkout session expired."
"Your fraud settings prevents the acceptance of this transaction.","Your fraud settings prevent the acceptance of this transaction."
"Your server IP address is '@IP'.","Your server IP address is '@IP'."
"RealexCw Aliases","RealexCw Aliases"
"____paymentMethodName____","____paymentMethodName____"
"Realex","Realex"
"Realex Aliases","Realex Aliases"
"Realex Error","Realex Error"
"Realex Parameters","Realex Parameters"
"Realex Refund Items","Realex Refund Items"
"Realex Section","Realex Section"
"Realex Transactions","Realex Transactions"
"Realex provision in some cases a special merchant ID for MoTo (mail-/telefon-order) transaction. In case you want to use MoTo and you receive such a merchant ID, then fill it here. Otherwise leave this field empty.","In some cases, Realex issues a special merchant ID for MoTo (mail-/telefon-order) transaction. In case you want to use MoTo and you receive such a Merchant ID, enter it here. Otherwise leave this field empty."
"Realex: Alias Management","Realex: Alias Management"
"customweb ltd","customweb ltd"
"no","No"
"or","or"
"yes","Yes"
